team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,penalitiesFor,penalitiesAgainst
MTL,2019,MTL,MTL,Team Level,5on4,71,0.85,0.82,0.79,18332.0,237.25,30.49,20.83,49.82,7.34,143.44,74.06,28.99,30.49,28.99,244.0,82.0,109.0,435.0,28.0,20.0,3.0,53.0,12.0,112.0,101.0,216.0,298.0,15.0,33.0,176.0,32.0,21.0,50.0,226.0,59.0,41.0,5.62,6.95,17.93,3.0,6.0,19.0,435.0,326.0,326.0,10.0,5.39,5.19,4.95,30.94,30.94,29.86,62.9,5.54,3.15,9.18,1.81,20.05,45.26,5.51,5.54,5.51,61.0,24.0,11.0,96.0,5.0,0.0,0.0,6.0,0.0,16.0,58.0,56.0,80.0,10.0,21.0,140.0,46.0,41.0,55.0,63.0,16.0,6.0,1.73,2.07,1.74,1.0,3.0,1.0,96.0,85.0,85.0,52.0,0.74,0.0,0.0,6.28,6.28,6.24,,
T.B,2020,T.B,T.B,Team Level,other,56,0.55,0.47,0.47,9070.0,85.61,23.45,6.24,13.14,2.71,43.65,29.86,23.13,23.45,23.13,89.0,31.0,32.0,152.0,27.0,2.0,1.0,14.0,4.0,31.0,42.0,62.0,93.0,3.0,6.0,84.0,28.0,8.0,14.0,60.0,24.0,36.0,2.26,2.88,18.31,3.0,4.0,20.0,152.0,120.0,120.0,5.0,1.79,0.46,0.46,24.73,24.73,24.45,98.45,19.15,7.61,17.07,3.29,51.46,34.48,18.59,19.15,18.59,91.0,43.0,36.0,170.0,16.0,7.0,0.0,15.0,6.0,38.0,52.0,75.0,118.0,4.0,8.0,87.0,18.0,13.0,13.0,68.0,45.0,21.0,2.9,5.87,10.38,0.0,6.0,10.0,170.0,134.0,134.0,4.0,2.18,1.3,1.3,19.96,19.96,19.47,,
T.B,2020,T.B,T.B,Team Level,all,56,0.53,0.52,0.52,203358.0,1649.18,166.29,116.24,368.15,53.35,911.37,666.65,162.0,168.27,163.85,1688.0,595.0,668.0,2951.0,180.0,110.0,29.0,386.0,62.0,697.0,848.0,1508.0,2103.0,220.0,515.0,1566.0,1347.0,240.0,299.0,1670.0,445.0,168.0,48.42,54.86,63.02,49.0,54.0,77.0,2993.35,2283.0,2312.02,165.0,25.61,22.04,22.09,169.76,171.28,168.78,1527.27,149.27,107.51,334.73,48.88,842.5,612.18,144.85,149.18,144.78,1580.0,516.0,631.0,2727.0,145.0,97.0,18.0,303.0,86.0,621.0,845.0,1435.0,1951.0,214.0,517.0,1559.0,1227.0,262.0,326.0,1502.0,472.0,122.0,43.98,58.54,46.75,39.0,68.0,38.0,2707.86,2096.0,2084.58,163.0,23.81,23.15,23.15,149.86,149.86,147.12,,
T.B,2020,T.B,T.B,Team Level,5on5,56,0.52,0.52,0.52,160507.0,1289.67,105.73,87.28,303.48,42.07,715.33,532.12,102.79,107.7,104.65,1316.0,470.0,542.0,2328.0,112.0,90.0,23.0,319.0,46.0,554.0,665.0,1204.0,1674.0,190.0,452.0,1180.0,1262.0,194.0,231.0,1347.0,359.0,80.0,39.06,43.9,22.77,40.0,43.0,29.0,2370.35,1786.0,1815.02,133.0,18.01,17.68,17.95,105.79,107.31,105.92,1182.16,97.25,79.31,271.06,37.97,651.5,487.89,94.65,97.17,94.57,1227.0,398.0,490.0,2115.0,98.0,72.0,11.0,246.0,67.0,474.0,669.0,1129.0,1527.0,186.0,460.0,1194.0,1146.0,212.0,263.0,1198.0,363.0,64.0,34.46,44.87,17.92,33.0,52.0,13.0,2095.86,1625.0,1613.58,145.0,16.39,14.29,14.45,99.19,99.19,97.83,,
T.B,2020,T.B,T.B,Team Level,4on5,56,0.19,0.16,0.18,17524.0,49.23,6.69,2.99,6.78,1.58,14.85,32.11,6.54,6.69,6.54,54.0,11.0,8.0,73.0,2.0,3.0,0.0,11.0,2.0,10.0,37.0,52.0,63.0,14.0,31.0,139.0,44.0,29.0,21.0,34.0,21.0,10.0,0.99,2.82,2.88,1.0,1.0,0.0,73.0,65.0,65.0,18.0,0.68,0.57,0.57,6.8,6.8,6.71,212.2,28.83,18.58,41.62,6.47,129.51,67.0,27.65,28.83,27.65,219.0,73.0,96.0,388.0,28.0,17.0,7.0,40.0,13.0,104.0,90.0,191.0,264.0,18.0,37.0,161.0,26.0,11.0,39.0,209.0,51.0,32.0,5.86,5.98,16.98,6.0,7.0,15.0,388.0,292.0,292.0,3.0,4.77,7.38,7.22,26.37,26.37,25.55,,
T.B,2020,T.B,T.B,Team Level,5on4,56,0.88,0.88,0.87,16257.0,224.67,30.42,19.73,44.74,7.0,137.54,72.57,29.53,30.42,29.53,229.0,83.0,86.0,398.0,39.0,15.0,5.0,42.0,10.0,102.0,104.0,190.0,273.0,13.0,26.0,163.0,13.0,9.0,33.0,229.0,41.0,42.0,6.11,5.26,19.05,5.0,6.0,28.0,398.0,312.0,312.0,9.0,5.13,3.32,3.1,32.45,32.45,31.69,34.45,4.04,2.01,4.98,1.14,10.02,22.81,3.96,4.04,3.96,43.0,2.0,9.0,54.0,3.0,1.0,0.0,2.0,0.0,5.0,34.0,40.0,42.0,6.0,12.0,117.0,37.0,26.0,11.0,27.0,13.0,5.0,0.75,1.82,1.47,0.0,3.0,0.0,54.0,45.0,45.0,11.0,0.48,0.18,0.18,4.34,4.34,4.26,,
CBJ,2020,CBJ,CBJ,Team Level,other,56,0.37,0.47,0.45,5598.0,72.87,12.59,5.4,12.92,2.52,39.95,27.62,12.2,12.59,12.2,76.0,25.0,39.0,140.0,13.0,4.0,1.0,18.0,3.0,28.0,35.0,63.0,88.0,1.0,2.0,57.0,9.0,8.0,16.0,61.0,25.0,15.0,2.76,3.35,6.47,3.0,3.0,7.0,140.0,101.0,101.0,6.0,1.48,0.93,1.23,12.84,12.84,12.64,91.14,21.2,6.34,15.08,2.83,43.98,33.57,20.85,21.2,20.85,97.0,26.0,38.0,161.0,25.0,8.0,3.0,18.0,1.0,24.0,47.0,72.0,98.0,3.0,6.0,82.0,19.0,11.0,25.0,63.0,35.0,25.0,2.61,4.33,14.27,4.0,4.0,17.0,161.0,123.0,123.0,11.0,1.82,2.19,2.19,20.83,20.83,20.69,,
CBJ,2020,CBJ,CBJ,Team Level,all,56,0.43,0.46,0.47,205189.0,1555.33,127.08,104.68,358.14,50.74,866.08,652.28,122.48,126.52,121.96,1625.0,534.0,626.0,2785.0,134.0,107.0,26.0,387.0,54.0,645.0,832.0,1491.0,2025.0,141.0,309.0,1388.0,1226.0,316.0,481.0,1702.0,353.0,104.0,49.95,42.48,34.64,59.0,46.0,29.0,2764.2,2159.0,2147.48,236.0,22.43,21.83,21.89,127.62,127.11,125.24,1752.72,165.35,119.19,400.78,57.46,986.55,718.68,160.6,167.04,162.25,1815.0,633.0,789.0,3237.0,184.0,124.0,35.0,385.0,57.0,752.0,946.0,1631.0,2264.0,135.0,291.0,1674.0,1073.0,299.0,429.0,1860.0,429.0,159.0,54.07,51.51,59.76,67.0,50.0,67.0,3271.48,2448.0,2470.97,215.0,25.83,28.32,28.36,162.82,164.34,161.69,,
CBJ,2020,CBJ,CBJ,Team Level,5on5,56,0.46,0.47,0.47,175353.0,1303.56,98.54,85.05,310.77,42.53,724.77,545.32,94.71,97.98,94.19,1353.0,454.0,539.0,2346.0,98.0,92.0,22.0,338.0,43.0,535.0,701.0,1255.0,1709.0,132.0,291.0,1131.0,1170.0,279.0,412.0,1439.0,294.0,74.0,41.56,35.33,21.65,44.0,38.0,16.0,2325.2,1807.0,1795.48,215.0,17.45,18.7,18.76,97.23,96.73,95.46,1450.54,115.46,95.85,347.14,48.08,819.65,605.82,112.09,117.15,113.73,1504.0,528.0,663.0,2695.0,131.0,104.0,27.0,328.0,51.0,634.0,784.0,1373.0,1901.0,119.0,261.0,1369.0,1011.0,261.0,365.0,1591.0,342.0,99.0,45.99,40.74,28.73,58.0,42.0,31.0,2729.48,2032.0,2054.97,190.0,19.7,22.13,22.16,112.99,114.51,112.88,,
CBJ,2020,CBJ,CBJ,Team Level,4on5,56,0.12,0.17,0.19,12860.0,43.51,3.47,2.28,5.97,1.36,14.44,32.5,3.45,3.47,3.45,56.0,4.0,6.0,66.0,5.0,3.0,1.0,6.0,0.0,8.0,38.0,51.0,55.0,5.0,10.0,107.0,35.0,24.0,16.0,47.0,10.0,3.0,1.37,1.14,0.95,3.0,2.0,0.0,66.0,60.0,60.0,12.0,0.5,0.46,0.15,3.82,3.82,3.81,178.88,25.41,15.21,34.1,5.53,111.91,56.85,24.44,25.41,24.44,175.0,74.0,80.0,329.0,26.0,11.0,5.0,37.0,5.0,87.0,83.0,149.0,223.0,11.0,20.0,129.0,15.0,6.0,27.0,176.0,43.0,30.0,4.83,5.25,15.32,4.0,4.0,18.0,329.0,249.0,249.0,2.0,3.92,3.69,3.69,25.63,25.63,24.78,,
CBJ,2020,CBJ,CBJ,Team Level,5on4,56,0.79,0.82,0.81,11378.0,135.39,12.48,11.95,28.48,4.34,86.91,46.85,12.13,12.48,12.13,140.0,51.0,42.0,233.0,18.0,8.0,2.0,25.0,8.0,74.0,58.0,122.0,173.0,3.0,6.0,93.0,12.0,5.0,37.0,155.0,24.0,12.0,4.26,2.66,5.56,9.0,3.0,6.0,233.0,191.0,191.0,3.0,2.98,1.74,1.74,13.72,13.72,13.33,32.17,3.28,1.8,4.46,1.01,11.01,22.43,3.21,3.28,3.21,39.0,5.0,8.0,52.0,2.0,1.0,0.0,2.0,0.0,7.0,32.0,37.0,42.0,2.0,4.0,94.0,28.0,21.0,12.0,30.0,9.0,5.0,0.65,1.19,1.45,1.0,0.0,1.0,52.0,44.0,44.0,12.0,0.4,0.31,0.31,3.37,3.37,3.35,,
ANA,2020,ANA,ANA,Team Level,other,56,0.43,0.53,0.51,8381.0,77.25,13.74,5.67,14.28,2.7,44.86,27.83,13.52,13.74,13.52,74.0,36.0,38.0,148.0,15.0,5.0,2.0,10.0,0.0,35.0,45.0,59.0,95.0,6.0,10.0,72.0,12.0,8.0,9.0,71.0,23.0,16.0,2.77,2.95,8.01,2.0,4.0,9.0,148.0,110.0,110.0,7.0,1.64,1.59,1.59,13.72,13.72,13.56,75.2,18.0,4.98,12.39,2.35,38.26,28.03,17.57,18.0,17.57,80.0,24.0,29.0,133.0,19.0,9.0,2.0,8.0,4.0,30.0,34.0,61.0,85.0,6.0,12.0,67.0,22.0,9.0,20.0,51.0,29.0,24.0,2.03,3.36,12.61,2.0,6.0,11.0,133.0,104.0,104.0,13.0,1.4,3.13,2.3,17.11,17.11,16.82,,
ANA,2020,ANA,ANA,Team Level,all,56,0.45,0.48,0.48,204011.0,1538.12,128.14,101.67,357.81,50.34,870.61,647.49,124.02,127.86,123.76,1500.0,657.0,753.0,2910.0,124.0,105.0,17.0,372.0,39.0,633.0,884.0,1376.0,2033.0,203.0,460.0,1591.0,1290.0,309.0,484.0,1675.0,372.0,110.0,46.47,43.92,37.74,41.0,51.0,32.0,2885.8,2157.0,2139.76,273.0,22.04,22.37,22.37,127.74,127.52,125.54,1676.4,157.87,117.76,388.34,56.06,954.93,688.05,152.95,159.67,154.68,1713.0,650.0,736.0,3099.0,177.0,153.0,29.0,393.0,72.0,736.0,832.0,1536.0,2186.0,156.0,380.0,1527.0,1179.0,342.0,551.0,1778.0,431.0,154.0,52.13,51.38,54.36,56.0,63.0,58.0,3151.53,2363.0,2400.1,308.0,25.71,30.91,30.97,152.61,154.13,151.55,,
ANA,2020,ANA,ANA,Team Level,5on5,56,0.46,0.49,0.48,167022.0,1243.99,92.81,79.24,300.56,40.73,700.18,528.48,90.23,92.53,89.97,1213.0,529.0,640.0,2382.0,101.0,88.0,14.0,317.0,35.0,495.0,706.0,1112.0,1641.0,182.0,424.0,1282.0,1216.0,260.0,408.0,1374.0,292.0,76.0,37.05,34.7,21.06,38.0,47.0,16.0,2357.8,1742.0,1724.76,235.0,16.24,17.91,17.91,91.14,90.92,89.68,1339.28,110.17,90.01,323.61,45.14,760.38,562.7,106.93,111.98,108.66,1367.0,525.0,606.0,2498.0,123.0,115.0,23.0,337.0,60.0,583.0,674.0,1244.0,1769.0,137.0,336.0,1216.0,1099.0,295.0,463.0,1454.0,342.0,96.0,43.02,40.73,26.42,44.0,50.0,29.0,2550.53,1892.0,1929.1,270.0,18.53,22.59,22.9,105.8,107.31,105.84,,
ANA,2020,ANA,ANA,Team Level,4on5,56,0.12,0.14,0.16,16367.0,44.79,3.78,2.16,6.27,1.28,14.95,33.56,3.72,3.78,3.72,51.0,11.0,4.0,66.0,1.0,1.0,0.0,6.0,0.0,8.0,46.0,50.0,61.0,3.0,6.0,129.0,47.0,32.0,35.0,46.0,12.0,4.0,1.27,1.54,0.98,0.0,0.0,1.0,66.0,62.0,62.0,30.0,0.5,0.28,0.28,4.0,4.0,3.96,229.59,26.76,21.14,47.8,7.59,145.68,74.04,25.57,26.76,25.57,235.0,88.0,98.0,421.0,32.0,27.0,3.0,46.0,8.0,116.0,94.0,203.0,291.0,10.0,26.0,152.0,25.0,15.0,44.0,243.0,50.0,30.0,6.26,6.13,14.36,9.0,6.0,17.0,421.0,323.0,323.0,3.0,5.41,4.75,5.33,26.83,26.83,26.04,,
ANA,2020,ANA,ANA,Team Level,5on4,56,0.86,0.87,0.85,12241.0,172.09,17.82,14.6,36.71,5.63,110.62,57.62,16.55,17.82,16.55,162.0,81.0,71.0,314.0,7.0,11.0,1.0,39.0,4.0,95.0,87.0,155.0,236.0,12.0,20.0,108.0,15.0,9.0,32.0,184.0,45.0,14.0,5.39,4.73,7.7,1.0,0.0,6.0,314.0,243.0,243.0,1.0,3.65,2.58,2.58,18.88,18.88,18.34,32.35,2.94,1.63,4.54,0.99,10.61,23.28,2.88,2.94,2.88,31.0,13.0,3.0,47.0,3.0,2.0,1.0,2.0,0.0,7.0,30.0,28.0,41.0,3.0,6.0,92.0,33.0,23.0,24.0,30.0,10.0,4.0,0.81,1.16,0.97,1.0,1.0,1.0,47.0,44.0,44.0,22.0,0.38,0.44,0.44,2.87,2.87,2.86,,
CHI,2020,CHI,CHI,Team Level,other,56,0.44,0.54,0.52,5233.0,91.9,14.92,6.5,16.69,3.09,52.75,35.12,14.4,14.92,14.4,99.0,31.0,34.0,164.0,22.0,3.0,0.0,17.0,4.0,37.0,47.0,77.0,108.0,2.0,4.0,72.0,19.0,12.0,19.0,83.0,33.0,14.0,3.33,3.98,7.61,7.0,6.0,9.0,164.0,130.0,130.0,12.0,1.94,0.55,0.55,16.25,16.25,15.72,86.86,18.9,5.68,14.75,2.8,43.92,33.02,18.16,18.9,18.16,91.0,29.0,21.0,141.0,20.0,7.0,2.0,15.0,5.0,31.0,42.0,71.0,100.0,0.0,0.0,76.0,23.0,17.0,20.0,71.0,22.0,27.0,2.85,2.77,13.28,5.0,2.0,13.0,141.0,120.0,120.0,11.0,1.65,2.74,2.74,17.74,17.74,17.37,,
CHI,2020,CHI,CHI,Team Level,all,56,0.46,0.47,0.46,204920.0,1495.12,137.89,101.5,335.1,48.22,838.29,618.07,134.2,137.77,134.11,1630.0,450.0,755.0,2835.0,159.0,91.0,20.0,382.0,47.0,616.0,785.0,1471.0,1921.0,159.0,344.0,1438.0,1196.0,361.0,537.0,1559.0,403.0,118.0,44.56,48.72,44.61,50.0,65.0,44.0,2813.78,2080.0,2070.89,387.0,22.43,21.89,21.89,138.37,138.34,136.04,1763.92,161.43,120.22,406.8,58.5,987.61,724.51,154.9,162.95,156.35,1879.0,581.0,769.0,3229.0,184.0,139.0,37.0,394.0,54.0,772.0,917.0,1695.0,2276.0,181.0,384.0,1666.0,1451.0,392.0,547.0,1849.0,457.0,154.0,52.47,55.35,53.61,61.0,55.0,68.0,3274.18,2460.0,2488.86,354.0,26.17,31.94,32.01,155.53,156.91,153.8,,
CHI,2020,CHI,CHI,Team Level,5on5,56,0.45,0.46,0.45,167867.0,1156.69,90.93,74.78,270.95,37.63,648.12,489.59,88.68,90.81,88.58,1255.0,357.0,615.0,2227.0,100.0,67.0,12.0,307.0,35.0,470.0,633.0,1155.0,1512.0,148.0,324.0,1125.0,1110.0,302.0,450.0,1232.0,318.0,62.0,34.9,38.54,17.49,37.0,49.0,14.0,2205.78,1612.0,1602.88,340.0,15.38,13.92,13.92,92.38,92.35,91.21,1413.13,111.86,93.32,339.0,46.93,793.67,588.21,107.52,113.38,108.97,1494.0,479.0,651.0,2624.0,126.0,107.0,28.0,334.0,40.0,625.0,741.0,1368.0,1847.0,164.0,350.0,1284.0,1354.0,317.0,439.0,1519.0,367.0,87.0,42.99,44.41,24.47,45.0,50.0,31.0,2669.18,1973.0,2001.86,296.0,19.2,21.68,22.06,109.01,110.39,108.56,,
CHI,2020,CHI,CHI,Team Level,4on5,56,0.14,0.13,0.15,14600.0,40.55,4.15,1.97,5.68,1.13,12.16,27.91,4.07,4.15,4.07,47.0,6.0,6.0,59.0,2.0,1.0,0.0,3.0,0.0,10.0,37.0,45.0,51.0,5.0,10.0,102.0,43.0,33.0,31.0,37.0,11.0,5.0,1.18,1.53,1.45,0.0,1.0,1.0,59.0,53.0,53.0,29.0,0.45,0.18,0.18,4.42,4.42,4.33,214.92,25.55,18.74,46.49,7.35,134.91,68.95,24.18,25.55,24.18,237.0,65.0,88.0,390.0,33.0,22.0,6.0,39.0,8.0,106.0,94.0,204.0,269.0,10.0,20.0,146.0,24.0,12.0,45.0,217.0,53.0,32.0,5.63,6.39,13.54,9.0,3.0,21.0,390.0,302.0,302.0,8.0,4.74,6.73,6.42,23.88,23.88,23.04,,
CHI,2020,CHI,CHI,Team Level,5on4,56,0.84,0.84,0.81,17220.0,205.98,27.89,18.25,41.79,6.36,125.26,65.46,27.06,27.89,27.06,229.0,56.0,100.0,385.0,35.0,20.0,8.0,55.0,8.0,99.0,68.0,194.0,250.0,4.0,6.0,139.0,24.0,14.0,37.0,207.0,41.0,37.0,5.14,4.68,18.06,6.0,9.0,20.0,385.0,285.0,285.0,6.0,4.66,7.23,7.23,25.32,25.32,24.78,49.01,5.12,2.47,6.56,1.42,15.11,34.33,5.04,5.12,5.04,57.0,8.0,9.0,74.0,5.0,3.0,1.0,6.0,1.0,10.0,40.0,52.0,60.0,7.0,14.0,160.0,50.0,46.0,43.0,42.0,15.0,8.0,1.01,1.79,2.33,2.0,0.0,3.0,74.0,65.0,65.0,39.0,0.58,0.79,0.79,4.9,4.9,4.83,,
NYR,2020,NYR,NYR,Team Level,other,56,0.56,0.5,0.53,7282.0,76.99,17.94,6.03,13.82,2.81,45.11,24.28,16.89,17.94,16.89,74.0,36.0,42.0,152.0,21.0,6.0,1.0,13.0,5.0,36.0,29.0,53.0,89.0,5.0,10.0,52.0,16.0,14.0,15.0,53.0,34.0,23.0,1.86,4.16,11.93,1.0,5.0,15.0,152.0,110.0,110.0,7.0,1.78,1.51,1.61,18.1,18.1,17.08,69.18,14.3,4.94,12.47,2.42,38.61,26.26,13.97,14.3,13.97,72.0,27.0,51.0,150.0,16.0,3.0,0.0,9.0,2.0,30.0,39.0,56.0,83.0,3.0,6.0,87.0,25.0,13.0,14.0,54.0,24.0,21.0,1.99,2.97,9.33,5.0,3.0,8.0,150.0,99.0,99.0,6.0,1.4,1.05,1.05,14.65,14.65,14.46,,
NYR,2020,NYR,NYR,Team Level,all,56,0.5,0.48,0.49,203422.0,1592.95,148.35,110.1,361.91,52.51,901.02,646.11,143.27,149.41,144.31,1608.0,612.0,663.0,2883.0,176.0,110.0,28.0,358.0,70.0,618.0,888.0,1432.0,2044.0,203.0,474.0,1347.0,1288.0,388.0,526.0,1669.0,402.0,149.0,45.39,49.05,53.9,60.0,51.0,65.0,2902.39,2220.0,2234.4,282.0,24.35,25.55,25.83,146.86,147.8,144.35,1658.48,147.73,114.59,384.81,54.5,945.13,688.24,143.34,147.94,143.56,1665.0,670.0,765.0,3100.0,155.0,100.0,18.0,381.0,62.0,754.0,883.0,1510.0,2180.0,219.0,499.0,1680.0,1225.0,368.0,467.0,1787.0,403.0,145.0,49.4,48.35,49.98,49.0,52.0,54.0,3099.14,2335.0,2336.03,216.0,25.07,20.09,20.15,152.66,152.96,149.95,,
NYR,2020,NYR,NYR,Team Level,5on5,56,0.48,0.47,0.48,163561.0,1222.18,95.0,78.98,291.31,39.72,679.28,509.7,92.32,96.06,93.36,1248.0,446.0,511.0,2205.0,116.0,82.0,19.0,291.0,48.0,447.0,710.0,1132.0,1578.0,184.0,430.0,1046.0,1195.0,321.0,442.0,1325.0,284.0,85.0,36.11,34.99,23.89,52.0,38.0,26.0,2224.39,1694.0,1708.4,245.0,16.2,18.13,18.37,92.83,93.76,92.59,1324.54,102.2,87.47,319.44,43.21,748.6,558.08,99.84,102.42,100.05,1334.0,525.0,608.0,2467.0,106.0,78.0,15.0,316.0,55.0,584.0,720.0,1228.0,1753.0,199.0,453.0,1264.0,1111.0,310.0,389.0,1448.0,326.0,85.0,40.45,39.08,22.67,42.0,38.0,26.0,2466.14,1859.0,1860.03,187.0,17.96,16.08,16.15,104.02,104.33,103.03,,
NYR,2020,NYR,NYR,Team Level,4on5,56,0.15,0.14,0.15,16095.0,42.93,4.8,2.35,6.32,1.39,13.65,29.48,4.76,4.8,4.76,46.0,12.0,8.0,66.0,4.0,1.0,0.0,6.0,3.0,5.0,39.0,42.0,54.0,7.0,17.0,112.0,62.0,38.0,28.0,37.0,14.0,7.0,1.19,1.73,1.88,2.0,0.0,2.0,66.0,58.0,58.0,25.0,0.54,0.05,0.05,5.28,5.28,5.25,226.32,28.2,20.12,47.33,7.65,144.5,75.21,26.52,28.2,26.52,219.0,104.0,99.0,422.0,30.0,19.0,3.0,53.0,4.0,122.0,95.0,189.0,293.0,8.0,19.0,187.0,28.0,20.0,43.0,242.0,45.0,36.0,5.68,5.33,17.19,2.0,11.0,17.0,422.0,323.0,323.0,4.0,5.24,2.96,2.96,30.48,30.48,28.97,,
NYR,2020,NYR,NYR,Team Level,5on4,56,0.91,0.88,0.87,16484.0,250.85,30.61,22.74,50.45,8.59,162.98,82.64,29.3,30.61,29.3,240.0,118.0,102.0,460.0,35.0,21.0,8.0,48.0,14.0,130.0,110.0,205.0,323.0,7.0,17.0,137.0,15.0,15.0,41.0,254.0,70.0,34.0,6.24,8.17,16.21,5.0,8.0,22.0,460.0,358.0,358.0,5.0,5.83,5.86,5.79,30.65,30.65,29.45,38.44,3.03,2.06,5.57,1.22,13.43,28.69,3.01,3.03,3.01,40.0,14.0,7.0,61.0,3.0,0.0,0.0,3.0,1.0,18.0,29.0,37.0,51.0,9.0,21.0,142.0,61.0,25.0,21.0,43.0,8.0,3.0,1.29,0.96,0.78,0.0,0.0,3.0,61.0,54.0,54.0,19.0,0.47,0.0,0.0,3.5,3.5,3.48,,
WSH,2020,WSH,WSH,Team Level,other,56,0.43,0.46,0.44,6993.0,81.31,16.84,5.78,14.95,2.73,43.95,32.75,16.55,16.84,16.55,76.0,41.0,34.0,151.0,20.0,4.0,1.0,17.0,5.0,28.0,43.0,56.0,97.0,4.0,8.0,70.0,31.0,11.0,16.0,69.0,23.0,25.0,2.67,2.98,11.19,6.0,4.0,10.0,151.0,117.0,117.0,11.0,1.54,1.25,1.25,17.13,17.13,16.9,106.39,21.94,7.53,19.27,3.43,57.29,36.55,19.87,21.94,19.87,107.0,39.0,33.0,179.0,24.0,10.0,4.0,22.0,1.0,40.0,49.0,83.0,122.0,4.0,8.0,96.0,14.0,10.0,11.0,83.0,35.0,28.0,2.94,4.32,14.68,4.0,4.0,16.0,179.0,146.0,146.0,4.0,2.12,2.83,2.83,21.22,21.22,19.24,,
WSH,2020,WSH,WSH,Team Level,all,56,0.5,0.5,0.5,204042.0,1636.52,147.29,113.48,376.1,53.61,929.87,680.66,142.79,148.26,143.77,1647.0,654.0,704.0,3005.0,188.0,112.0,26.0,362.0,49.0,721.0,869.0,1459.0,2113.0,194.0,442.0,1542.0,1318.0,389.0,419.0,1754.0,402.0,145.0,49.56,48.58,49.14,75.0,64.0,49.0,3046.11,2301.0,2328.92,251.0,24.71,25.05,25.05,146.95,148.06,145.61,1631.5,147.26,112.22,376.53,53.39,916.59,669.02,141.47,147.34,141.57,1612.0,663.0,683.0,2958.0,161.0,115.0,22.0,326.0,56.0,715.0,902.0,1451.0,2114.0,177.0,415.0,1594.0,1118.0,359.0,367.0,1749.0,377.0,149.0,48.83,44.96,53.47,56.0,48.0,57.0,2937.49,2275.0,2265.96,204.0,24.65,24.75,24.75,147.16,147.31,143.13,,
